plot_id,a_hhid,resp_id,latitude,longitude
p2_25,12340027,123400271,30.3113885885293,75.2204714342951
p2_1,12340082,123400821,30.3226715570625,75.1500748470425
p2_2,12340082,123400821,30.3226715570625,75.1514260098338
p2_3,12340082,123400821,30.3219743683979,75.1514451205730
p2_4,12340082,123400821,30.3219306673243,75.1513971760869
p2_5,12340082,123400821,30.3212291321887,75.1513918116688
p2_6,12340082,123400821,30.3217827781158,75.1500587537884
p2_7,12340082,123400821,30.3226715570625,75.1500748470425
p2_1,12340118,123401181,30.3265284343361,75.1758431643247
p2_2,12340118,123401181,30.3265235145774,75.1751327142119
p2_3,12340118,123401181,30.3248290770963,75.1750891283154
p2_4,12340118,123401181,30.3248690146449,75.1758418232202
p2_5,12340118,123401181,30.3265284343361,75.1758431643247
p2_1,12340211,123402111,30.3167182338833,75.1690135896205
p2_2,12340211,123402111,30.3167136030584,75.1695805415511
p2_3,12340211,123402111,30.3163605020193,75.1695664599537
p2_4,12340211,123402111,30.3160658642767,75.1695667952299
p2_5,12340211,123402111,30.3156322994649,75.1695721596479
p2_6,12340211,123402111,30.3156438766544,75.1690994203090
p2_7,12340211,123402111,30.3156519806862,75.1688107475638
p2_8,12340211,123402111,30.3156531384049,75.1686870306730
p2_9,12340211,123402111,30.3156372197706,75.1681874692440
p2_10,12340211,123402111,30.3159370685216,75.1681720465421
p2_11,12340211,123402111,30.3166620851172,75.1681686937808
p2_12,12340211,123402111,30.3166606379837,75.1686400920152
p2_13,12340211,123402111,30.3166178028203,75.1686786487698
p2_14,12340211,123402111,30.3166131719907,75.1688000187277
p2_15,12340211,123402111,30.3165604962887,75.1688154414296
p2_16,12340211,123402111,30.3165688896717,75.1688710972666
p2_17,12340211,123402111,30.3165975429392,75.1689518988132
p2_18,12340211,123402111,30.3166484820608,75.1690410822629
p2_19,12340211,123402111,30.3167182338833,75.1690135896205
p2_1,12380001,123800011,30.3900638514529,75.2791125699877
p2_2,12380001,123800011,30.3900719493230,75.2804519981145
p2_3,12380001,123800011,30.3904340391168,75.2804479748010
p2_4,12380001,123800011,30.3904467642928,75.2791246399283
p2_5,12380001,123800011,30.3904508132121,75.2791246399283
p2_6,12380001,123800011,30.3900638514529,75.2791125699877
p2_1,12380003,123800031,30.3871410549065,75.2752508595585
p2_2,12380003,123800031,30.3873218161845,75.2752330899238
p2_3,12380003,123800031,30.3873602821413,75.2744361385703
p2_4,12380003,123800031,30.3868807580788,75.2744954824447
p2_5,12380003,123800031,30.3868125023514,75.2746651321649
p2_6,12380003,123800031,30.3867893648059,75.2752602472901
p2_7,12380003,123800031,30.3871410549065,75.2752508595585
p2_1,12380007,123800071,30.3881637255067,75.2909196540713
p2_2,12380007,123800071,30.3875740137608,75.2909330651164
p2_3,12380007,123800071,30.3875777735821,75.2902336791157
p2_4,12380007,123800071,30.3873813950285,75.2901991456747
p2_5,12380007,123800071,30.3873637527532,75.2895141765475
p2_6,12380007,123800071,30.3881029902780,75.2894635498523
p2_7,12380007,123800071,30.3880726226495,75.2902564778923
p2_8,12380007,123800071,30.3886666695931,75.2902725711464
p2_9,12380007,123800071,30.3886597284617,75.2909099310636
p2_10,12380007,123800071,30.3881637255067,75.2909196540713
p2_1,12380010,123800101,30.3880703089250,75.2888426184654
p2_2,12380010,123800101,30.3880677059849,75.2902950346469
p2_3,12380010,123800101,30.3886198169468,75.2903091162443
p2_4,12380010,123800101,30.3886056454630,75.2888563647866
p2_5,12380010,123800101,30.3883092006868,75.2888597175478
p2_6,12380010,123800101,30.3883045732491,75.2888563647866
p2_7,12380010,123800101,30.3880703089250,75.2888426184654
p2_1,12380064,123800641,30.3929984178013,75.2804617211222
p2_2,12380064,123800641,30.3924246413860,75.2804657444357
p2_3,12380064,123800641,30.3924214601566,75.2811668068170
p2_4,12380064,123800641,30.3929952365906,75.2811500430107
p2_5,12380064,123800641,30.3929984178013,75.2804617211222
p2_1,12380086,123800861,30.3989115311102,75.2749051898717
p2_2,12380086,123800861,30.3973479035957,75.2748381346464
p2_3,12380086,123800861,30.3973386495762,75.2740462124347
p2_4,12380086,123800861,30.3989537518870,75.2741789817810
p2_5,12380086,123800861,30.3989436304696,75.2745414152741
p2_6,12380086,123800861,30.3989115311102,75.2749051898717
p2_1,12380183,123801831,30.3886391942786,75.2929356694221
p2_2,12380183,123801831,30.3885573467169,75.2929822728037
p2_3,12380183,123801831,30.3876064060628,75.2930141240358
p2_4,12380183,123801831,30.3876061168459,75.2922359481453
p2_5,12380183,123801831,30.3886357237120,75.2922181785106
p2_6,12380183,123801831,30.3886391942786,75.2929356694221
p2_1,12390034,123900341,29.9051194139663,75.0007539242506
p2_2,12390034,123900341,29.9041986785068,75.0007783994078
p2_3,12390034,123900341,29.9041960627689,75.0014885142445
p2_4,12390034,123900341,29.9049883375627,75.0018827989697
p2_5,12390034,123900341,29.9051371426906,75.0019528716802
p2_6,12390034,123900341,29.9051194139663,75.0007539242506
p2_1,12390049,123900491,29.9267272239864,75.0108524411916
p2_2,12390049,123900491,29.9267211219787,75.0098053738474
p2_3,12390049,123900491,29.9270921814853,75.0096585229039
p2_4,12390049,123900491,29.9271078723032,75.0096819922327
p2_5,12390049,123900491,29.9270889852073,75.0097356364130
p2_6,12390049,123900491,29.9270950871925,75.0097725167870
p2_7,12390049,123900491,29.9270956683339,75.0098503008484
p2_8,12390049,123900491,29.9270977023289,75.0099733471870
p2_9,12390049,123900491,29.9270991551824,75.0101295858621
p2_10,12390049,123900491,29.9271023514601,75.0102801248431
p2_11,12390049,123900491,29.9271180422764,75.0104719027876
p2_12,12390049,123900491,29.9271229819773,75.0106314942240
p2_13,12390049,123900491,29.9271308273842,75.0107974559068
