resp_id,a_hhid,plot,plot_id,crop_burned_plotlevel,land_plot_burn_perc,crop_burning,land_plot_name,land_plot_area,land_plot_unit,land_plot_unit_other,land_plot_tenure,land_plot_dist,land_plot_dist_unit,land_plot_soil,land_plot_irri,land_plot_seccrop,land_plot_paddy,land_plot_cult18,land_plot_paddy18,land_plot_paddy18_area,land_plot_burn,land_plot_crm,land_crm_labor,land_crm_equip,land_crm_oth,field_points,field_name
115100411,11510041,1,p1,2,,0,Gagar road,2,1,,1,2,1,3,2,-98,2,1,1,2,0,1,1500,1500,1000,30.08234591913305 74.7035688534379;30.081910743556694 74.70300860702991;30.082193027665387 74.70274575054646;30.082287315600333 74.70266629010439;30.08232793191382 74.70263510942459;30.08274134701311 74.70285873860121;30.082929051403582 74.70292847603558;30.082996067877083 74.70296267420053;30.08298591386889 74.70299854874611;30.082935143812126 74.70301061868668;30.082712625598894 74.7032392770052;30.082460224933577 74.7034914046526;30.08239988077109 74.7035339847207;30.08234591913305 74.7035688534379,Gagar road
115100411,11510041,2,p2,2,,0,Jawhar wala,4,1,,1,2,1,3,4,-98,4,1,1,4,0,1,1500,1500,1000,30.081080423245503 74.7049431502819;30.081905521438163 74.7040905430913;30.08375384406312 74.70640528947115;30.08294645828417 74.70725420862436;30.081080423245503 74.7049431502819,Jawhar wala
115100471,11510047,1,p1,2,,0,Gagar wala,9,1,,1,1,1,6,9,-98,9,1,1,9,0,1,40000,1500,0,30.101324093814053 74.69505753368139;30.100846072572445 74.69441782683134;30.100086686987208 74.69522818922997;30.100583856055074 74.6958702430129;30.101324093814053 74.69505753368139,Gagar wala
115100481,11510048,1,p1,1,,1,Badal road,10,1,,1,1,1,5,10,-98,10,1,1,10,1,0,1000,700,0,30.093067750406004 74.69108752906321;30.092489899478554 74.6916601806879;30.09202604982971 74.69214700162411;30.091697959739705 74.69256039708853;30.09078591578582 74.69345726072788;30.09131040010528 74.69407215714455;30.091372189280523 74.69402454793453;30.091883036334583 74.69468470662832;30.092153398386532 74.69439871609211;30.091646613977233 74.69375398010015;30.09206521170404 74.69329733401537;30.092143535406194 74.69321385025978;30.092595490964484 74.69375230371952;30.092689188809466 74.69365708529949;30.092728930593058 74.69359740614892;30.092306564542852 74.69302374869585;30.092633202182125 74.69268411397934;30.09351854140494 74.69172690063715;30.093526373662794 74.69169706106186;30.093067750406004 74.69108752906321,Badal road
115100601,11510060,1,p1,2,,0,Kassi wala khet,8,1,,1,5,2,6,8,1,8,1,1,8,0,1,1500,500,2000,30.097415448173326 74.70279738306999;30.097738878149414 74.70251943916082;30.097956431349672 74.70231559127569;30.098205601693454 74.70212783664465;30.09837906333145 74.70235615968703;30.098602126428553 74.70263041555882;30.09890901865754 74.70304246991873;30.09855629556022 74.70336064696312;30.098278699277003 74.7036650776863;30.098047223410305 74.70390848815441;30.097664039737836 74.70343373715878;30.097814876788437 74.70328722149134;30.097415448173326 74.70279738306999,Kassi wala khet
115400031,11540003,1,p1,2,,0,Mogge wala khet,1.5,1,,1,1,1,6,1.5,1,1.5,1,1,1.5,0,1,1000,1000,1000,30.492011056953455 75.23183930665255;30.49099958684808 75.23203812539579;30.491230425995777 75.2325386926532;30.492211847397375 75.23252997547388;30.492011056953455 75.23183930665255,Mogge wala khet
115400031,11540003,2,p2,2,,0,Gospure wala khet,3.5,1,,1,1,1,5,3.5,1,3.5,1,1,3.5,0,1,2500,2000,2000,30.494371112975916 75.21783415228128;30.493327599121223 75.2179079130292;30.49327472976591 75.21660402417183;30.494316221883693 75.21654635667801;30.494371112975916 75.21783415228128,Gospure wala khet
115400141,11540014,1,p1,1,,2,Location waer,6,1,,1,2,1,1,6,1,6,1,1,6,1,0,5000,500030,3000,30.50561071163296 75.22551465779543;30.505584424730333 75.22421881556511;30.50459620535721 75.22430196404457;30.50456414077791 75.22430229932068;30.503897137356883 75.22561155259609;30.50561071163296 75.22551465779543,Location waer
115400141,11540014,2,p2,1,,2,Bari wail,5,1,,1,2,1,6,5,1,5,1,1,5,1,0,5000,5000,3000,30.490966939965723 75.21460343152285;30.49099091953526 75.21267861127853;30.49196136486596 75.21263234317303;30.491929007213965 75.21457057446241;30.490966939965723 75.21460343152285,Bari wail
115400291,11540029,1,p1,2,,2,Baha wala,6,1,,1,10,2,5,6,1,6,1,1,6,0,1,1500,1500,18000,30.49108741557457 75.23318711668253;30.490349536243215 75.23327093571424;30.49038825048974 75.2342140674591;30.491105328002465 75.23414634168148;30.491168021474188 75.23392472416162;30.491186800616827 75.23372456431389;30.49114808668803 75.23342080414295;30.49108741557457 75.23318711668253,Baha wala
115400341,11540034,1,p1,2,,2,Ghar wala,1,1,,1,2,2,1,1,1,1,1,1,1,0,1,5000,1500,1500,30.48623880457535 75.23013811558485;30.486231003612215 75.23067757487297;30.48591231928691 75.23066114634275;30.485940922909048 75.23013643920422;30.48623880457535 75.23013811558485,Ghar wala
115400341,11540034,2,p2,3,2,2,Beed wala,4,1,,1,5,2,1,4,1,4,1,1,4,1,1,20000,1000,1000,30.48418712972483 75.2290454506874;30.485228141253902 75.22926036268471;30.485102746616516 75.23041673004627;30.48397389867888 75.23042846471071;30.48418712972483 75.2290454506874,Beed wala
115400471,11540047,1,p1,2,,0,Kasi wala khet,6,1,,1,1,1,3,6,1,6,1,1,6,0,1,5000,2000,2000,30.50085642196545 75.22589184343815;30.500818867409464 75.22457521408796;30.500572451386237 75.22452861070633;30.500575917970007 75.22419065237044;30.501124214417427 75.22412393242121;30.50116379101716 75.22459398955107;30.50157919990259 75.22460941225292;30.50137842879214 75.22573761641979;30.50085642196545 75.22589184343815,Kasi wala khet
115400871,11540087,1,p1,2,,2,Niaae wala,2.75,1,,1,1,1,5,2.75,1,2.75,1,1,2.75,0,1,6000,6000,0,30.49200267863817 75.23075334727764;30.491384414759736 75.23062258958817;30.491398571313056 75.23137729614973;30.491407816407982 75.23187786340714;30.49098803043081 75.23195497691631;30.491080192820448 75.23221179842949;30.492076638913797 75.23218497633933;30.492076638913797 75.23174777626991;30.492050637260796 75.23138668388128;30.492056126499232 75.23115031421185;30.492057859942882 75.23094445466995;30.492081261429174 75.23077815771103;30.49200267863817 75.23075334727764,Niaae wala
115400871,11540087,2,p2,3,1,2,Birh wala khet,1,1,,1,2,1,5,1,1,1,1,1,1,1,1,0,4000,0,30.489473261155357 75.21919637918474;30.48944668097664 75.21844804286957;30.488979793175194 75.21849397569895;30.489004062150777 75.21923828870058;30.489473261155357 75.21919637918474,Birh wala khet
115400871,11540087,3,p3,3,1,2,Rorhi wala khet,1,1,,1,2,1,5,1,1,1,1,1,1,1,1,0,2500,0,30.488989038499938 75.21898616105317;30.488977481843868 75.21848928183317;30.48892432120832 75.2184185385704;30.488888495546238 75.21830588579178;30.488377400592093 75.2184084802866;30.488415248868996 75.21902270615101;30.488989038499938 75.21898616105317,Rorhi wala khet
115401051,11540105,1,p1,1,,1,Luhar wala,2.5,1,,1,1,1,6,2.5,1,2.5,1,1,2.5,1,0,0,0,700,30.504471702291873 75.23099105805159;30.50456818495964 75.23233953863382;30.50498733459981 75.23229595273735;30.50488796365621 75.2309662476182;30.504471702291873 75.23099105805159,Luhar wala
115401261,11540126,1,p1,1,,1,Nehar wala,5.5,1,,1,1,1,6,5.5,1,5.5,1,1,5.5,1,0,0,0,0,30.497071427574898 75.22050730884075;30.498853299486147 75.22036883980036;30.498970298688572 75.22248074412346;30.497797700319776 75.22249180823565;30.49721529587628 75.22256556898355;30.497099450132218 75.22190239280464;30.496962515084785 75.22120200097562;30.497071427574898 75.22050730884075,Nehar wala
115401261,11540126,2,p2,1,,1,Bhundra wala,6.5,1,,1,1,1,1,6.5,1,6.5,1,1,6.5,1,0,0,0,0,30.49446067205987 75.21782007068396;30.49561308788447 75.21777849644423;30.4957020680322 75.21930266171694;30.49450949617091 75.21942269057035;30.4944416046489 75.21840814501047;30.49441127012374 75.21789450198412;30.49446067205987 75.21782007068396,Bhundra wala
115500361,11550036,1,p1,1,,1,Merra,2,1,,1,2.5,1,5,2,8,1,1,1,1,1,0,0,0,0,30.289551498751155 75.27979083359241;30.289611426631907 75.27851141989231;30.289442065135297 75.27840882539749;30.289284862663926 75.27827806770802;30.289106815361734 75.27813792228699;30.289049203238644 75.27882691472769;30.289060783567606 75.27928993105888;30.28902864815137 75.27970030903816;30.289551498751155 75.27979083359241,Merra
115500361,11550036,2,p2,1,,1,Merra2,1,1,,1,2.5,1,5,1,8,1,1,1,1,1,0,0,0,0,30.28922117098318 75.27981329709291;30.289688435352453 75.27986124157906;30.28968148719969 75.28060019016266;30.289169638593062 75.2805395051837;30.28922117098318 75.27981329709291,Merra2
115500361,11550036,3,p3,1,,1,Merra3,2,1,,3,2.5,1,5,2,8,1,1,1,1,1,0,0,0,0,30.29018638501848 75.2798344194889;30.289735624876908 75.27980256825686;30.289689303871533 75.27972813695669;30.28956134198046 75.27970835566522;30.289616348243673 75.27926612645388;30.289633429129672 75.27856942266226;30.29028597464834 75.27886547148226;30.29018638501848 75.2798344194889,Merra3
115500361,11550036,4,p4,1,,1,Merra4,1,1,,3,2.5,1,5,1,8,1,1,1,1,1,0,0,0,0,30.28999936468451 75.28067093342543;30.29006710893337 75.27986325323582;30.2898001847417 75.27984850108624;30.289713622402093 75.27998227626085;30.289687277327026 75.28037656098604;30.289698278568018 75.28065014630556;30.289709279807788 75.28063639998436;30.28999936468451 75.28067093342543,Merra4
115500511,11550051,1,p1,1,,,Neaiwala khat,2,1,,1,1,1,6,2,-99,2,1,1,2,1,0,0,0,0,30.29498481110909 75.28974249958992;30.29498075823889 75.28979882597923;30.295066157968105 75.28980620205402;30.295055736310204 75.28975322842598;30.29498481110909 75.28974249958992,Neaiwala khat
115500511,11550051,2,p2,1,,,Burj wala khat,5,1,,1,2,1,6,5,-99,5,1,1,5,1,0,-97,0,-97,30.30091253344873 75.27841620147228;30.301177111616678 75.2785224840045;30.301228348225315 75.27834143489599;30.30095305969143 75.27822274714708;30.30091253344873 75.27841620147228,Burj wala khat
115500851,11550085,1,p1,1,,1,Jethoka,4,1,,1,1,1,6,4,8,4,1,1,4,1,0,-97,-97,-97,30.29109687365586 75.30776191502811;30.289518494975095 75.30768748372792;30.28946725224817 75.30867788940668;30.29098396773378 75.30879020690918;30.29109687365586 75.30776191502811,Jethoka
115500981,11550098,1,p1,,,2,Nahi wala,1.2,1,,1,1,1,3,1.2,12,1.2,0,,,,,,,,30.296899773535173 75.29111176729202;30.295986733378207 75.29098972678185;30.29595373176757 75.29133003205061;30.29688269391465 75.2914373204112;30.296899773535173 75.29111176729202,Nahi wala
115500981,11550098,2,p2,,,2,Jathko k wala,3.5999999,1,,1,4,1,4,3.5999999,-98,3.5999999,0,,,,,,,,30.293372624029637 75.31602378934622;30.293505502365143 75.31383611261845;30.29412270395111 75.31437858939171;30.294182918531998 75.3160472586751;30.293372624029637 75.31602378934622,Jathko k wala
115500981,11550098,3,p3,,,2,Jathko k wala,3.4000001,1,,1,4,1,4,3.4000001,-98,3.4000001,0,,,,,,,,30.29275947068547 75.3159637749195;30.2927299419574 75.31580317765474;30.29286976909104 75.31581491231918;30.29289466582685 75.31511720269918;30.292986436298413 75.31382035464048;30.293492185590193 75.3138766810298;30.293415469351395 75.31490329653025;30.293367702606343 75.31604055315256;30.29275947068547 75.3159637749195,Jathko k wala
115501121,11550112,1,p1,2,,,Sueawala,6,1,,2,3,1,4,6,1,6,1,1,6,0,1,2500,2500,2500,30.293180977834364 75.27962420135736;30.293657776663316 75.28011839836836;30.293910505157314 75.2803148701787;30.293831762786862 75.28102967888117;30.293753020353215 75.28153326362371;30.29366617200749 75.28200332075357;30.293661829588196 75.28211865574123;30.293471341938794 75.28214748948811;30.293214269874017 75.28214748948811;30.293015385956178 75.28212334960699;30.29294503827298 75.28197951614857;30.292978040896077 75.28146620839834;30.29310657732229 75.28064612299204;30.293168818999657 75.28015661984682;30.293180977834364 75.27962420135736,Sueawala
115501121,11550112,2,p2,2,,,Trenline,2,1,,1,3,1,1,2,1,2,1,1,2,0,1,2500,2500,2500,30.285597914783548 75.30486982315777;30.28561962866315 75.30493017286062;30.285621076254955 75.30498381704092;30.28560428418874 75.30502840876579;30.285539432043922 75.30510149896145;30.285504110768446 75.30511926859617;30.285476316968964 75.30515145510435;30.285439258557425 75.30516553670168;30.285326925161872 75.30512295663357;30.285257440522926 75.30511222779751;30.28511412829968 75.30508004128933;30.285011059177364 75.3050746768713;30.2848631142648 75.30504249036312;30.28473659368315 75.30503544956446;30.284602255861785 75.30501633882523;30.284457495072537 75.30497174710035;30.284360505224228 75.30497711151838;30.284261778145837 75.3049536421895;30.284229351635084 75.30494123697281;30.284238616353548 75.30482187867165;30.284283492321176 75.3047451004386;30.284428253367164 75.3047363832593;30.28557591138065 75.30483596026897;30.285597914783548 75.30486982315777,Trenline
115501331,11550133,1,p1,1,,,Jethu ke,2,1,,1,2,1,1,2,-99,2,1,1,2,1,0,1000,1000,1000,30.286606012765944 75.31217414885761;30.285724144736395 75.31216844916344;30.285760913522402 75.31119748950005;30.286488758937935 75.31123403459787;30.286606012765944 75.31217414885761,Jethu ke
115501381,11550138,1,p1,1,,,Neai wala,4,1,,1,10,2,5,4,-99,4,1,1,4,1,0,0,0,0,30.294841802588376 75.297975204885;30.295698403141472 75.29805600643157;30.29567321762873 75.29846638441086;30.296280852505316 75.29849823564291;30.29634482908839 75.29899846762419;30.29665110554593 75.29906418174505;30.296752425524556 75.29950574040413;30.295603740318647 75.2994205802679;30.295638478979836 75.29893711209297;30.294756402663793 75.29889285564423;30.294841802588376 75.297975204885,Neai wala
115501381,11550138,2,p2,1,,,Vaala wala,6,1,,1,2.5,1,5,6,-99,6,1,1,6,1,0,0,0,0,30.273158835714298 75.30643422156572;30.270973249273485 75.30640169978142;30.270977303135457 75.3063540905714;30.271082413926752 75.3042908012867;30.270019718374098 75.30422743409872;30.26986595956353 75.30645467340946;30.2698836230173 75.30646204948425;30.27089941104394 75.30648451298475;30.270950663467975 75.30654888600111;30.270858582822584 75.30801940709352;30.271916925912258 75.30814044177532;30.271989315583543 75.30735053122044;30.273119745764188 75.30746318399906;30.273158835714298 75.30643422156572,Vaala wala
115501551,11550155,1,p1,2,,0,Gurdwara,6,1,,1,5,2,3,6,-98,6,1,1,6,0,1,3600,1500,0,30.27572512926753 75.29376178979874;30.275667219738917 75.29368299990894;30.27564839913477 75.29341712594032;30.275759006325917 75.29341645538807;30.275720496506487 75.29294271022081;30.27513039678224 75.29289711266757;30.275113602920715 75.29334738850594;30.275068143660402 75.29410745948553;30.276460866853686 75.2942405641079;30.276396298211147 75.29471330344677;30.277193703492152 75.2947910875082;30.277223526439773 75.29360890388489;30.276729854149604 75.29354888945818;30.276747226823687 75.29282636940478;30.276477660484687 75.29285453259945;30.27647013230564 75.29353983700275;30.27616002873548 75.29355593025684;30.276097486720246 75.29365584254265;30.276055792021296 75.29385566711426;30.275913045452516 75.29384728521109;30.27572512926753 75.29376178979874,Gurdwara
115501631,11550163,1,p1,0,,,Moghe wala,7,1,,1,1,1,6,7,-99,7,1,1,7,0,0,0,-97,0,30.306033759933527 75.29340907931328;30.30599815658064 75.29363002628087;30.306895183456795 75.2938536554575;30.306935128315548 75.29373798519372;30.307141799281297 75.29352743178606;30.307325892379634 75.2932085841894;30.307386098852497 75.29313147068024;30.30762576656054 75.29271773993969;30.3073591796168 75.29271002858877;30.3068462654554 75.2926791831851;30.306824266819618 75.29299534857273;30.3061669105695 75.29298227280378;30.306033759933527 75.29340907931328,Moghe wala
115501661,11550166,1,p1,3,2,,Near house,2,1,,1,2,2,4,2,-99,2,1,1,2,1,1,5000,5000,5000,30.291643162781455 75.31589705497026;30.292060332237615 75.31592085957526;30.292042383276033 75.3162668645382;30.292037172286562 75.31646400690079;30.292020960317565 75.31657297164202;30.29204296227484 75.31661923974752;30.291821784479918 75.31660851091146;30.291691219866856 75.31658839434385;30.29158815765485 75.31657565385103;30.29154560103573 75.31656190752983;30.291609580707835 75.31591448932886;30.291643162781455 75.31589705497026,Near house
115501661,11550166,2,p2,3,1,,Near road,1,1,,1,5,2,4,1,-99,1,1,1,1,1,1,5000,6000,5000,30.291456145225126 75.3157763555646;30.292041804277197 75.3156740963459;30.29205396325162 75.31587693840265;30.292049910260307 75.31486473977566;30.29076510357626 75.3147316351533;30.290724283619817 75.31580183655024;30.29222274124069 75.31586118042469;30.291456145225126 75.3157763555646,Near road
115501661,11550166,3,p3,3,4,,Labhe wali,4,4,,1,5,2,4,4,-99,4,1,1,4,1,1,3000,2000,2000,30.292157603972274 75.31374122947454;30.29156876110286 75.31375229358673;30.291569340104466 75.31454689800739;30.292035435290003 75.31458377838135;30.292157603972274 75.31374122947454,Labhe wali
115501701,11550170,1,p1,1,,,Pippel wala,8,1,,1,2.5,1,6,8,-99,8,1,1,8,1,0,-97,-97,97,30.306274878235037 75.28604272753;30.307756020503923 75.28618086129427;30.307815647806912 75.28577048331499;30.307822305221965 75.28530646115543;30.30631800737649 75.2850915491581;30.306274878235037 75.28604272753,Pippel wala
116000041,11600004,1,p1,2,,0,Road wala khet,4,1,,1,1,1,4,4,1,4,1,1,4,0,1,-97,-97,1500,30.516295026903997 75.11236265301704;30.51571446625622 75.11509917676449;30.51793733043584 75.11521652340889;30.517963325168406 75.11294301599264;30.517398660246084 75.11252962052824;30.516295026903997 75.11236265301704,Road wala khet
116000041,11600004,2,p2,2,,0,Motar wala khet,5,1,,1,1,1,4,5,1,5,1,1,5,0,1,-97,-97,5000,30.51782150937618 75.11485341936351;30.51779378162074 75.11775590479374;30.518643229371644 75.11779882013798;30.51872612305926 75.11486414819956;30.51782150937618 75.11485341936351,Motar wala khet
116000071,11600007,1,p1,1,,2,Niya wala khet,2,1,,1,2,1,6,2,1,2,1,1,2,1,0,3000,4000,0,30.51806499338907 75.12353271245956;30.518074524779312 75.12401349842548;30.518014159292047 75.1240473613143;30.517979210834906 75.12449562549591;30.518247533791094 75.1244580745697;30.51824204603085 75.12404032051563;30.518431517994973 75.12404032051563;30.518398591491124 75.1247249543667;30.518795441768134 75.12462437152864;30.5187758014723 75.12407753616573;30.51954465832514 75.12405876070261;30.519545524802 75.12357864528894;30.51806499338907 75.12353271245956,Niya wala khet
116000161,11600016,1,p1,2,,0,Dhilwa wali wala,7,1,,1,4,1,2,7,1,7,1,1,7,0,1,0,12600,0,30.526655285057863 75.11065743863583;30.52600056306954 75.11070169508457;30.526018469067022 75.11139873415232;30.52233294090481 75.11148221790792;30.522338717251383 75.11217825114727;30.52664373287752 75.11205654591322;30.526655285057863 75.11065743863583,Dhilwa wali wala
116000191,11600019,1,p1,2,,2,Nehi WALA,5.5,1,,1,1,1,1,5.5,-98,5.5,1,1,5.5,0,1,15000,1225,-97,30.51963419422743 75.11778876185417;30.519448768170584 75.1177679747343;30.51942104087935 75.11756882071495;30.518989245062713 75.11750243604182;30.519052787042376 75.11494092643261;30.519490936744166 75.11494796723127;30.519516931061258 75.11542774736881;30.51964488076508 75.11544719338417;30.519625818291686 75.11554677039385;30.519695714009263 75.11556286364794;30.51963419422743 75.11778876185417,Nehi WALA
116000191,11600019,2,p2,2,,2,Dilwan wala,5.5,1,,1,2,1,6,5.5,-98,5.5,1,1,5.5,0,1,15000,1225,-97,30.524664824114698 75.11704377830029;30.5246457626259 75.11635579168797;30.52515984389258 75.11631052941084;30.525168219351393 75.11529196053743;30.52573110628961 75.11527083814144;30.525759409394873 75.11562488973141;30.52623478480818 75.11563695967197;30.526304964578014 75.11696029454468;30.524664824114698 75.11704377830029,Dilwan wala
116000301,11600030,1,p1,0,,0,Mortar wala khet,1,1,,3,1,1,5,1,1,1,1,1,1,0,0,4000,3000,0,30.51210364778971 75.12428976595402;30.512111157830507 75.1237365603447;30.511370260626872 75.12370772659779;30.51131537912791 75.12424550950527;30.51210364778971 75.12428976595402,Mortar wala khet
116000301,11600030,2,p2,0,,0,Kassi ala,2,1,,1,1,1,6,2,1,2,1,1,2,0,0,3000,2000,0,30.512086894619692 75.12483157217503;30.512827786362138 75.12488085776567;30.51282634213422 75.12542802840471;30.5120614760114 75.12537304311991;30.512074763012006 75.12501195073128;30.512086894619692 75.12483157217503,Kassi ala
116000301,11600030,3,p3,0,,0,Kassi ala2,1,1,,1,1,1,6,1,1,1,1,1,1,0,0,2000,5000,4000,30.51207274107727 75.12537606060503;30.512065231033493 75.12584209442139;30.512812766390688 75.1258709281683;30.512828652898893 75.12541964650154;30.512331259537707 75.1253955066204;30.51207274107727 75.12537606060503,Kassi ala2
116000381,11600038,1,p1,0,,0,Ghar wala,4,1,,1,5,2,6,4,1,4,1,1,4,0,0,3200,5000,2500,30.519087446286516 75.10999158024788;30.51912095021078 75.10892808437347;30.51804333113506 75.10889757424593;30.51803206676108 75.10937701910733;30.517927799032158 75.10938506573439;30.517858190873856 75.11010356247425;30.517938485757437 75.1100955158472;30.519098710538213 75.11013876646757;30.519087446286516 75.10999158024788,Ghar wala
116000391,11600039,1,p1,2,,0,Nehi wala,5,1,,1,1,1,4,5,-98,5,1,1,5,0,1,18000,430,3000,30.516618521880012 75.12088000774384;30.516691019267142 75.12084212154151;30.516718747337183 75.11864338070154;30.517749012832205 75.11956136673689;30.51769644558325 75.12119080871344;30.51694345994623 75.12123439460993;30.516618521880012 75.12088000774384,Nehi wala
116000391,11600039,2,p2,2,,0,Suhe wala,6.25,1,,1,1,1,3,6.25,-98,6.25,1,1,6.25,0,1,18000,430,3000,30.515040029508334 75.11670581996441;30.513804079529198 75.1148121803999;30.51460561466718 75.1148410141468;30.514604170465667 75.1146837696433;30.515578135093964 75.11487152427435;30.515040029508334 75.11670581996441,Suhe wala
116000421,11600042,1,p1,1,,1,Pond wala khet,3,1,,1,5,2,1,3,1,3,1,1,3,1,0,-97,1500,-97,30.519057119448576 75.11124417185783;30.518411011138618 75.11122707277536;30.51841245528357 75.11081300675869;30.518210852440365 75.11077243834734;30.518222983282296 75.1105722784996;30.517732260635082 75.11057831346989;30.51786425631702 75.11005729436874;30.518981735553268 75.11012870818377;30.518984334998905 75.11021688580513;30.519068094876726 75.11027656495571;30.519057119448576 75.11124417185783,Pond wala khet
116000421,11600042,2,p2,1,,1,K r wala khet,2,1,,1,1,1,1,2,1,2,1,1,2,1,0,-97,-97,-97,30.521493345276244 75.11080026626585;30.52151414030202 75.11092331260443;30.519096111095624 75.11087000370026;30.519105931211662 75.11071644723415;30.521493345276244 75.11080026626585,K r wala khet
116000421,11600042,3,p3,1,,1,Bud i wala khet,1,1,,1,10,2,1,1,1,1,1,1,1,1,0,-97,-97,-97,30.520269607938406 75.10686244815588;30.520268163821033 75.10705824941397;30.520772737120733 75.10707434266806;30.520862849535096 75.10690603405237;30.520269607938406 75.10686244815588,Bud i wala khet
116000421,11600042,4,p4,1,,1,Hakim wala K het,6,1,,1,1,1,1,6,1,6,1,1,6,1,0,-97,6500,-97,30.520844653765828 75.10800875723362;30.52125795682707 75.10802485048771;30.521193838647662 75.1086400821805;30.52094169782911 75.10865818709135;30.520844653765828 75.10800875723362,Hakim wala K het
116000561,11600056,1,p1,2,,0,Niyan,4,1,,1,1,1,6,4,1,4,1,1,4,0,1,5000,8000,12000,30.514297421578124 75.1274299621582;30.51427806921473 75.12786917388439;30.514652984464913 75.12788560241461;30.514604459305986 75.1283472776413;30.515315870371165 75.12838549911976;30.51609746337127 75.12848641723394;30.516158696555937 75.1273836940527;30.515210444374635 75.12737363576889;30.51503742995721 75.1273800060153;30.514872791577886 75.12739576399326;30.5147890280849 75.12739542871712;30.514297421578124 75.1274299621582,Niyan
116000621,11600062,1,p1,2,,0,Hamirgarh wala,3,1,,1,3,1,6,3,-98,3,1,1,3,0,1,13000,-97,-97,30.510240562054285 75.1212303712964;30.51103172793952 75.12131989002228;30.51099157765355 75.12224927544594;30.51022409741653 75.12223653495313;30.510240562054285 75.1212303712964,Hamirgarh wala
116000781,11600078,1,p1,1,,1,Ghar kol wala,1.5,1,,1,0,1,5,1.5,-98,1.5,1,1,1.5,1,0,-97,2200,-97,30.516025543213615 75.1247987151146;30.51599377123947 75.12527950108051;30.516336330340348 75.12528117746115;30.516368968707724 75.12484028935432;30.516025543213615 75.1247987151146,Ghar kol wala
116000781,11600078,2,p2,1,,1,Dhillonwa wala khet,1.5,1,,1,1,1,5,1.5,-98,1.5,1,1,1.5,1,0,-97,2200,-97,30.522075315497762 75.12066274881363;30.522053942955726 75.12131486088037;30.522875627167807 75.12136749923229;30.52290739689239 75.12068387120962;30.522075315497762 75.12066274881363,Dhillonwa wala khet
116700301,11670030,1,p1,,,1,Merra wala khet,6,1,,1,2,1,4,6,1,6,0,,,,,,,,30.039655366552616 74.98475655913353;30.04060619330314 74.9852517619729;30.04125313339405 74.98357806354761;30.040568752495624 74.98320624232292;30.040357168131372 74.98375073075294;30.040088405996666 74.98361259698868;30.039655366552616 74.98475655913353,Merra wala khet
116700551,11670055,1,p1,1,,1,Jhari ala khet,2,1,,1,1,1,4,2,1,2,1,1,2,1,0,0,0,0,30.035672301727875 74.96815636754036;30.03556055417686 74.96868744492531;30.036116388152628 74.96857948601244;30.03618982185987 74.96825460344553;30.035672301727875 74.96815636754036,Jhari ala khet
116700751,11670075,1,p1,1,,2,Mara,5,1,,1,3,1,5,5,-98,5,1,1,5,1,0,100,500,0,30.041314663590974 74.98562324792147;30.04254816183498 74.98635951429605;30.043003536481745 74.98523935675621;30.041802550261753 74.98452723026277;30.041314663590974 74.98562324792147,Mara
116700851,11670085,1,p1,2,,0,Niyai wala,4,1,,1,2,1,3,4,-98,4,1,1,4,0,1,200,500,0,30.038701047745334 74.96679313480854;30.03789793839085 74.9663807451725;30.038421832292997 74.96465407311915;30.039235676384614 74.9650875851512;30.038701047745334 74.96679313480854,Niyai wala
116700881,11670088,1,p1,1,,1,Hajara wala khet,1,1,,1,4,1,4,1,1,1,1,1,1,1,0,0,0,0,30.031938414022214 74.97858311980963;30.03108677534291 74.97814357280731;30.031239165214707 74.97768558561802;30.029849941449076 74.97697245329618;30.029771568445806 74.97796151787043;30.03072336083637 74.97845705598593;30.03065834084803 74.97863139957191;30.031923900813574 74.9792680889368;30.031938414022214 74.97858311980963,Hajara wala khet
116701001,11670100,1,p1,1,,-98,Line wala,4.5,1,,1,1,1,2,4.5,-98,4.5,1,1,4.5,1,0,5000,1000,5000,30.048515754553822 74.95592784136534;30.04809755300586 74.95569448918104;30.04848499169652 74.95480701327324;30.04890754482532 74.95502360165119;30.048515754553822 74.95592784136534,Line wala
116701001,11670100,2,p2,1,,-98,Mera wala,3,1,,1,4,1,4,3,-98,3,1,1,3,1,0,5000,2000,7000,30.036760455058573 75.00410936772823;30.036806024302546 75.00434339046478;30.036828373541915 75.00455394387245;30.036975239846733 75.0046568736434;30.037094242028964 75.00428035855293;30.036760455058573 75.00410936772823,Mera wala
116701001,11670100,3,p3,1,,-98,Mera wala 2,3,1,,1,4,1,4,3,-98,3,1,1,3,1,0,5000,7000,7000,30.03691777044903 75.0046830251813;30.037039094694002 75.00568851828575;30.038223884894876 75.00631917268038;30.03845230803031 75.0058051943779;30.03691777044903 75.0046830251813,Mera wala 2
